LineId,Date,Time,Pid,Level,Content,EventId,EventTemplate
28,81109,203521,148,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
29,81109,203521,148,INFO,check pass; user unknown,E27,check pass; user unknown
30,81109,203521,19,INFO,check pass; user unknown,E27,check pass; user unknown
31,81109,203521,19,INFO,check pass; user unknown,E27,check pass; user unknown
32,81109,203521,27,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
33,81109,203521,29,INFO,check pass; user unknown,E27,check pass; user unknown
34,81109,203521,30,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
35,81109,203521,33,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
36,81109,203521,34,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
37,81109,203521,35,INFO,check pass; user unknown,E27,check pass; user unknown
38,81109,203522,144,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
39,81109,203522,145,INFO,check pass; user unknown,E27,check pass; user unknown
40,81109,203522,147,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
41,81109,203522,147,INFO,check pass; user unknown,E27,check pass; user unknown
42,81109,203523,143,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
43,81109,203523,146,INFO,check pass; user unknown,E27,check pass; user unknown
44,81109,203523,146,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
45,81109,203523,147,INFO,check pass; user unknown,E27,check pass; user unknown
46,81109,203523,147,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
47,81109,203523,148,INFO,check pass; user unknown,E27,check pass; user unknown
48,81109,203523,149,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
49,81109,203523,28,INFO,check pass; user unknown,E27,check pass; user unknown
50,81109,203523,29,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
51,81109,203523,33,INFO,check pass; user unknown,E27,check pass; user unknown
52,81109,203523,33,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
53,81109,203524,143,INFO,check pass; user unknown,E27,check pass; user unknown
54,81109,203524,144,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
55,81109,203524,145,INFO,check pass; user unknown,E27,check pass; user unknown
56,81109,203524,145,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
57,81109,203524,146,INFO,check pass; user unknown,E27,check pass; user unknown
58,81109,203524,146,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
59,81109,203524,147,INFO,check pass; user unknown,E27,check pass; user unknown
60,81109,203524,147,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
61,81109,203524,19,INFO,check pass; user unknown,E27,check pass; user unknown
62,81109,203524,27,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
63,81109,203524,34,INFO,check pass; user unknown,E27,check pass; user unknown
64,81109,203524,35,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
65,81109,203525,150,INFO,check pass; user unknown,E27,check pass; user unknown
66,81109,203526,146,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
67,81109,203526,146,INFO,check pass; user unknown,E27,check pass; user unknown
68,81109,203526,146,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
69,81109,203526,146,INFO,check pass; user unknown,E27,check pass; user unknown
70,81109,203526,149,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
71,81109,203526,150,INFO,check pass; user unknown,E27,check pass; user unknown
72,81109,203526,151,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
73,81109,203526,152,INFO,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>)
74,81109,203526,19,INFO,session closed for user cyrus,E101,session closed for user <*>
75,81109,203526,28,INFO,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1]
76,81109,203526,29,INFO,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>)
77,81109,203527,145,INFO,session closed for user news,E101,session closed for user <*>
78,81109,203527,147,INFO,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>)
79,81109,203527,147,INFO,session closed for user cyrus,E101,session closed for user <*>
80,81109,203527,148,INFO,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1]
81,81109,203527,149,INFO,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>)
82,81109,203527,150,INFO,session closed for user news,E101,session closed for user <*>
83,81109,203527,150,INFO,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
84,81109,203527,150,INFO,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
85,81109,203527,150,INFO,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
86,81109,203527,151,INFO,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
87,81109,203527,151,INFO,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
88,81109,203527,151,INFO,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
89,81109,203527,151,INFO,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:02 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
90,81109,203527,152,INFO,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:04 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
91,81109,203527,152,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.46.224.253  user=guest,E17,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=guest
92,81109,203527,152,INFO,session opened for user test by (uid=509),E102,session opened for user <*> by (uid=<*>)
93,81109,203527,152,INFO,session closed for user test,E101,session closed for user <*>
94,81109,203527,152,INFO,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
95,81109,203527,152,INFO,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
96,81109,203527,153,INFO,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
97,81109,203527,153,INFO,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
98,81109,203527,153,INFO,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
99,81109,203527,153,INFO,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:07 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
100,81109,203527,154,INFO,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:07 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
101,81109,203527,154,INFO,check pass; user unknown,E27,check pass; user unknown
102,81109,203527,154,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
103,81109,203527,155,INFO,check pass; user unknown,E27,check pass; user unknown
104,81109,203527,155,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
105,81109,203527,156,INFO,check pass; user unknown,E27,check pass; user unknown
106,81109,203527,156,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
107,81109,203527,157,INFO,check pass; user unknown,E27,check pass; user unknown
108,81109,203527,157,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
109,81109,203527,158,INFO,check pass; user unknown,E27,check pass; user unknown
110,81109,203527,158,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
111,81109,203527,159,INFO,check pass; user unknown,E27,check pass; user unknown
112,81109,203527,160,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
113,81109,203527,161,INFO,check pass; user unknown,E27,check pass; user unknown
114,81109,203527,162,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
115,81109,203527,163,INFO,check pass; user unknown,E27,check pass; user unknown
116,81109,203527,164,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
117,81109,203527,19,INFO,check pass; user unknown,E27,check pass; user unknown
118,81109,203527,19,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
119,81109,203528,145,INFO,check pass; user unknown,E27,check pass; user unknown
120,81109,203528,148,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
121,81109,203528,149,INFO,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
122,81109,203528,149,INFO,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
123,81109,203528,150,INFO,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
124,81109,203528,150,INFO,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
125,81109,203528,151,INFO,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
126,81109,203528,152,INFO,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
127,81109,203528,152,INFO,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:10 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
128,81109,203528,153,INFO,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
129,81109,203528,153,INFO,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
130,81109,203528,153,INFO,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
131,81109,203528,153,INFO,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
132,81109,203528,154,INFO,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:11 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
133,81109,203528,154,INFO,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
134,81109,203528,155,INFO,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
135,81109,203528,155,INFO,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat Jun 18 02:08:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
136,81109,203528,155,INFO,User unknown timed out after 900 seconds at Sat Jun 18 02:23:10 2005,E112,User unknown timed out after <*> seconds at <*>:<*>:<*> <*>
137,81109,203528,156,INFO,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>)
138,81109,203528,158,INFO,session closed for user cyrus,E101,session closed for user <*>
139,81109,203528,159,INFO,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1]
140,81109,203528,159,INFO,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>)
141,81109,203528,160,INFO,session closed for user news,E101,session closed for user <*>
142,81109,203528,161,INFO,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>)
143,81109,203528,162,INFO,session closed for user cyrus,E101,session closed for user <*>
144,81109,203528,163,INFO,cupsd shutdown succeeded,E37,cupsd shutdown succeeded
145,81109,203528,164,INFO,cupsd startup succeeded,E38,cupsd startup succeeded
146,81109,203528,165,INFO,restart.,E90,restart.
147,81109,203528,165,INFO,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1]
148,81109,203528,166,INFO,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>)
149,81109,203528,166,INFO,session closed for user news,E101,session closed for user <*>
150,81109,203528,167,INFO,connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
151,81109,203528,167,INFO,connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
152,81109,203528,168,INFO,connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
153,81109,203528,168,INFO,connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
154,81109,203528,169,INFO,connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
155,81109,203528,170,INFO,connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
156,81109,203528,171,INFO,connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
157,81109,203528,33,INFO,connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
158,81109,203528,33,INFO,connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
159,81109,203529,148,INFO,connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
160,81109,203529,153,INFO,connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
161,81109,203529,154,INFO,connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
162,81109,203529,154,INFO,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>)
163,81109,203529,154,INFO,session closed for user cyrus,E101,session closed for user <*>
164,81109,203529,155,INFO,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1]
165,81109,203529,155,INFO,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>)
166,81109,203529,155,INFO,session closed for user news,E101,session closed for user <*>
167,81109,203529,155,INFO,Received SNMP packet(s) from 67.170.148.126,E88,Received SNMP packet(s) from <*>
168,81109,203529,156,INFO,check pass; user unknown,E27,check pass; user unknown
169,81109,203529,156,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
170,81109,203529,157,INFO,check pass; user unknown,E27,check pass; user unknown
171,81109,203529,157,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
172,81109,203529,157,INFO,check pass; user unknown,E27,check pass; user unknown
173,81109,203529,157,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
174,81109,203529,158,INFO,check pass; user unknown,E27,check pass; user unknown
175,81109,203529,158,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
176,81109,203529,158,INFO,check pass; user unknown,E27,check pass; user unknown
177,81109,203529,158,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
178,81109,203529,159,INFO,check pass; user unknown,E27,check pass; user unknown
179,81109,203529,159,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
180,81109,203529,159,INFO,check pass; user unknown,E27,check pass; user unknown
181,81109,203529,159,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
182,81109,203529,160,INFO,check pass; user unknown,E27,check pass; user unknown
183,81109,203529,161,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
184,81109,203529,162,INFO,check pass; user unknown,E27,check pass; user unknown
185,81109,203529,163,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
186,81109,203529,164,INFO,check pass; user unknown,E27,check pass; user unknown
187,81109,203529,165,INFO,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
188,81109,203529,166,INFO,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>)
189,81109,203529,169,INFO,session closed for user cyrus,E101,session closed for user <*>
190,81109,203529,170,INFO,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1]
191,81109,203529,171,INFO,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>)
